"broodYr","retYr","System","fwAge","oAge","ret"
1957,1963,"Ugashik",2,3,40.8429586872424
1957,1964,"Ugashik",2,4,0
1957,1963,"Ugashik",3,2,9.03956588131486e-13
1957,1964,"Ugashik",3,3,3.68388083289561e-08
1957,1965,"Ugashik",3,4,0
1958,1963,"Ugashik",0,4,0
1958,1964,"Ugashik",0,5,0
1958,1963,"Ugashik",1,3,165.551586934069
1958,1964,"Ugashik",1,4,0
1958,1965,"Ugashik",1,5,0
1958,1963,"Ugashik",2,2,440.004049669424
1958,1964,"Ugashik",2,3,53.0210012780931
1958,1965,"Ugashik",2,4,0
1958,1963,"Ugashik",3,1,0
1958,1964,"Ugashik",3,2,3.96430174592187e-11
1958,1965,"Ugashik",3,3,6.49494374815918e-12
1958,1966,"Ugashik",3,4,0
1959,1963,"Ugashik",0,3,0
1959,1964,"Ugashik",0,4,0
1959,1965,"Ugashik",0,5,0
1959,1963,"Ugashik",1,2,27.6922549353037
1959,1964,"Ugashik",1,3,60.7765932101259
1959,1965,"Ugashik",1,4,0.649065755051205
1959,1966,"Ugashik",1,5,0
1959,1963,"Ugashik",2,1,3.69446063888672
1959,1964,"Ugashik",2,2,248.741342367595
1959,1965,"Ugashik",2,3,152.270610765872
1959,1966,"Ugashik",2,4,1.84173705200868e-12
1959,1964,"Ugashik",3,1,0
1959,1965,"Ugashik",3,2,6.51860864176149e-12
1959,1966,"Ugashik",3,3,3.08698665717511
1959,1967,"Ugashik",3,4,0
1960,1963,"Ugashik",0,2,0
1960,1964,"Ugashik",0,3,0
1960,1965,"Ugashik",0,4,0
1960,1966,"Ugashik",0,5,0
1960,1963,"Ugashik",1,1,0.867022758235866
1960,1964,"Ugashik",1,2,937.285507472268
1960,1965,"Ugashik",1,3,391.311606354852
1960,1966,"Ugashik",1,4,0.961836229901524
1960,1967,"Ugashik",1,5,0
1960,1964,"Ugashik",2,1,5.92618776712196
1960,1965,"Ugashik",2,2,1997.87725616841
1960,1966,"Ugashik",2,3,531.779576472451
1960,1967,"Ugashik",2,4,0
1960,1965,"Ugashik",3,1,0
1960,1966,"Ugashik",3,2,1.45184970473443
1960,1967,"Ugashik",3,3,1.06478984636585e-12
1960,1968,"Ugashik",3,4,0
1961,1963,"Ugashik",0,1,0
1961,1964,"Ugashik",0,2,2.73400120426472e-12
1961,1965,"Ugashik",0,3,10.7704819695635
1961,1966,"Ugashik",0,4,0
1961,1967,"Ugashik",0,5,0
1961,1964,"Ugashik",1,1,0.0676839307445112
1961,1965,"Ugashik",1,2,329.872156775916
1961,1966,"Ugashik",1,3,484.228907734943
1961,1967,"Ugashik",1,4,1.16581149874685
1961,1968,"Ugashik",1,5,0
1961,1965,"Ugashik",2,1,1.26244017470201
1961,1966,"Ugashik",2,2,273.290003538251
1961,1967,"Ugashik",2,3,119.788927808315
1961,1968,"Ugashik",2,4,0.266342209837177
1961,1966,"Ugashik",3,1,0
1961,1967,"Ugashik",3,2,1.06458690361054e-12
1961,1968,"Ugashik",3,3,0.0427241581690641
1961,1969,"Ugashik",3,4,0
1962,1964,"Ugashik",0,1,0
1962,1965,"Ugashik",0,2,0
1962,1966,"Ugashik",0,3,0.699076699432332
1962,1967,"Ugashik",0,4,0
1962,1968,"Ugashik",0,5,0
1962,1965,"Ugashik",1,1,0.240732810187664
1962,1966,"Ugashik",1,2,77.4869444911143
1962,1967,"Ugashik",1,3,149.927907053771
1962,1968,"Ugashik",1,4,0.0793183803975237
1962,1969,"Ugashik",1,5,0
1962,1966,"Ugashik",2,1,0.754095812192974
1962,1967,"Ugashik",2,2,158.144038617612
1962,1968,"Ugashik",2,3,20.2330552743817
1962,1969,"Ugashik",2,4,0
1962,1967,"Ugashik",3,1,0
1962,1968,"Ugashik",3,2,8.04158449566225e-13
1962,1969,"Ugashik",3,3,2.15433612207365e-12
1962,1970,"Ugashik",3,4,0
1963,1965,"Ugashik",0,1,0
1963,1966,"Ugashik",0,2,0
1963,1967,"Ugashik",0,3,1.06478984636585e-12
1963,1968,"Ugashik",0,4,0
1963,1969,"Ugashik",0,5,0
1963,1966,"Ugashik",1,1,0
1963,1967,"Ugashik",1,2,10.8835452489168
1963,1968,"Ugashik",1,3,21.6077313323553
1963,1969,"Ugashik",1,4,2.12579085379284
1963,1970,"Ugashik",1,5,0
1963,1967,"Ugashik",2,1,0.048901593928048
1963,1968,"Ugashik",2,2,77.4969099422455
1963,1969,"Ugashik",2,3,20.578242622801
1963,1970,"Ugashik",2,4,0
1963,1968,"Ugashik",3,1,0
1963,1969,"Ugashik",3,2,2.15391029111223e-12
1963,1970,"Ugashik",3,3,4.57397540088424e-12
1963,1971,"Ugashik",3,4,0
1964,1966,"Ugashik",0,1,0
1964,1967,"Ugashik",0,2,0
1964,1968,"Ugashik",0,3,0.102232460730913
1964,1969,"Ugashik",0,4,0
1964,1970,"Ugashik",0,5,0
1964,1967,"Ugashik",1,1,0.133664341158354
1964,1968,"Ugashik",1,2,18.9378619586213
1964,1969,"Ugashik",1,3,8.22624415352521
1964,1970,"Ugashik",1,4,0
1964,1971,"Ugashik",1,5,0
1964,1968,"Ugashik",2,1,10.5902432874921
1964,1969,"Ugashik",2,2,220.162908291361
1964,1970,"Ugashik",2,3,16.2851978173547
1964,1971,"Ugashik",2,4,0
1964,1969,"Ugashik",3,1,0
1964,1970,"Ugashik",3,2,4.57891762005814e-12
1964,1971,"Ugashik",3,3,0.294161741552358
1964,1972,"Ugashik",3,4,0
1965,1967,"Ugashik",0,1,0
1965,1968,"Ugashik",0,2,0
1965,1969,"Ugashik",0,3,0
1965,1970,"Ugashik",0,4,0
1965,1971,"Ugashik",0,5,0
1965,1968,"Ugashik",1,1,7.99915848061505e-13
1965,1969,"Ugashik",1,2,47.5120865504668
1965,1970,"Ugashik",1,3,51.187141399962
1965,1971,"Ugashik",1,4,0.549039499428946
1965,1972,"Ugashik",1,5,0
1965,1969,"Ugashik",2,1,2.81521277212956
1965,1970,"Ugashik",2,2,212.63957545864
1965,1971,"Ugashik",2,3,76.4575616204593
1965,1972,"Ugashik",2,4,6.38429878088867e-13
1965,1970,"Ugashik",3,1,0
1965,1971,"Ugashik",3,2,1.79383667338834
1965,1972,"Ugashik",3,3,6.37304498937817e-13
1965,1973,"Ugashik",3,4,0
1966,1968,"Ugashik",0,1,0
1966,1969,"Ugashik",0,2,0.373240661056587
1966,1970,"Ugashik",0,3,0.406762666542812
1966,1971,"Ugashik",0,4,0.117074065185077
1966,1972,"Ugashik",0,5,0
1966,1969,"Ugashik",1,1,0.100575775744334
1966,1970,"Ugashik",1,2,772.415783771252
1966,1971,"Ugashik",1,3,1554.96878644942
1966,1972,"Ugashik",1,4,0.228375448760938
1966,1973,"Ugashik",1,5,0
1966,1970,"Ugashik",2,1,0
1966,1971,"Ugashik",2,2,42.2503376177687
1966,1972,"Ugashik",2,3,17.3264125044507
1966,1973,"Ugashik",2,4,0
1966,1971,"Ugashik",3,1,0
1966,1972,"Ugashik",3,2,6.36772472306279e-13
1966,1973,"Ugashik",3,3,5.57527575260092e-13
1966,1974,"Ugashik",3,4,0
1967,1969,"Ugashik",0,1,0
1967,1970,"Ugashik",0,2,0
1967,1971,"Ugashik",0,3,1.66715900376268e-12
1967,1972,"Ugashik",0,4,6.38429878088867e-13
1967,1973,"Ugashik",0,5,0
1967,1970,"Ugashik",1,1,0
1967,1971,"Ugashik",1,2,98.1655942208475
1967,1972,"Ugashik",1,3,54.8436594661183
1967,1973,"Ugashik",1,4,4.46023604226231e-13
1967,1974,"Ugashik",1,5,0
1967,1971,"Ugashik",2,1,1.67794587697893e-12
1967,1972,"Ugashik",2,2,42.2539569386811
1967,1973,"Ugashik",2,3,34.9315139690132
1967,1974,"Ugashik",2,4,0.114365789984547
1967,1972,"Ugashik",3,1,0
1967,1973,"Ugashik",3,2,0.0417855432635963
1967,1974,"Ugashik",3,3,0
1967,1975,"Ugashik",3,4,0
1968,1970,"Ugashik",0,1,0
1968,1971,"Ugashik",0,2,1.66863186147551e-12
1968,1972,"Ugashik",0,3,6.37304498937817e-13
1968,1973,"Ugashik",0,4,0
1968,1974,"Ugashik",0,5,0
1968,1971,"Ugashik",1,1,0
1968,1972,"Ugashik",1,2,16.9847086799186
1968,1973,"Ugashik",1,3,10.0632709430591
1968,1974,"Ugashik",1,4,9.27929321488729e-13
1968,1975,"Ugashik",1,5,0
1968,1972,"Ugashik",2,1,0
1968,1973,"Ugashik",2,2,13.507686703439
1968,1974,"Ugashik",2,3,4.39411012664316
1968,1975,"Ugashik",2,4,0.138013634923501
1968,1973,"Ugashik",3,1,0
1968,1974,"Ugashik",3,2,9.27929163141209e-13
1968,1975,"Ugashik",3,3,2.48098106819494e-12
1968,1976,"Ugashik",3,4,0
1969,1971,"Ugashik",0,1,0
1969,1972,"Ugashik",0,2,0
1969,1973,"Ugashik",0,3,4.4602206017896e-13
1969,1974,"Ugashik",0,4,0
1969,1975,"Ugashik",0,5,0
1969,1972,"Ugashik",1,1,0.111070532650051
1969,1973,"Ugashik",1,2,4.54789600353383
1969,1974,"Ugashik",1,3,5.66077021456654
1969,1975,"Ugashik",1,4,0
1969,1976,"Ugashik",1,5,0
1969,1973,"Ugashik",2,1,0.319260557600381
1969,1974,"Ugashik",2,2,52.667526642019
1969,1975,"Ugashik",2,3,24.4575466165374
1969,1976,"Ugashik",2,4,9.58339761745836e-11
1969,1974,"Ugashik",3,1,0
1969,1975,"Ugashik",3,2,1.47871885801225
1969,1976,"Ugashik",3,3,2.14659412728756e-09
1969,1977,"Ugashik",3,4,0
1970,1972,"Ugashik",0,1,0
1970,1973,"Ugashik",0,2,0
1970,1974,"Ugashik",0,3,0
1970,1975,"Ugashik",0,4,0
1970,1976,"Ugashik",0,5,0
1970,1973,"Ugashik",1,1,4.46023577824299e-13
1970,1974,"Ugashik",1,2,3.70887462633552
1970,1975,"Ugashik",1,3,2.7992416642571
1970,1976,"Ugashik",1,4,0
1970,1977,"Ugashik",1,5,0
1970,1974,"Ugashik",2,1,0.205928029310741
1970,1975,"Ugashik",2,2,303.315547440934
1970,1976,"Ugashik",2,3,1.99183847560234e-09
1970,1977,"Ugashik",2,4,0
1970,1975,"Ugashik",3,1,0
1970,1976,"Ugashik",3,2,44.9280599289508
1970,1977,"Ugashik",3,3,0.751406958537284
1970,1978,"Ugashik",3,4,0
1971,1973,"Ugashik",0,1,0
1971,1974,"Ugashik",0,2,0
1971,1975,"Ugashik",0,3,0
1971,1976,"Ugashik",0,4,0
1971,1977,"Ugashik",0,5,0
1971,1974,"Ugashik",1,1,9.2792928662941e-13
1971,1975,"Ugashik",1,2,193.375625943543
1971,1976,"Ugashik",1,3,4.04824387872159e-10
1971,1977,"Ugashik",1,4,0
1971,1978,"Ugashik",1,5,0
1971,1975,"Ugashik",2,1,0
1971,1976,"Ugashik",2,2,573.772558892092
1971,1977,"Ugashik",2,3,165.8803127445
1971,1978,"Ugashik",2,4,1.72290762275046
1971,1976,"Ugashik",3,1,0
1971,1977,"Ugashik",3,2,0.0851069886214399
1971,1978,"Ugashik",3,3,0.965793029616729
1971,1979,"Ugashik",3,4,0
1972,1974,"Ugashik",0,1,0
1972,1975,"Ugashik",0,2,0
1972,1976,"Ugashik",0,3,1.18372700707763e-10
1972,1977,"Ugashik",0,4,0
1972,1978,"Ugashik",0,5,0
1972,1975,"Ugashik",1,1,2.48107641826617e-12
1972,1976,"Ugashik",1,2,2.16737220462922e-10
1972,1977,"Ugashik",1,3,87.2706299293576
1972,1978,"Ugashik",1,4,1.449826941601e-12
1972,1979,"Ugashik",1,5,0
1972,1976,"Ugashik",2,1,5.27918987284524e-10
1972,1977,"Ugashik",2,2,145.198447240521
1972,1978,"Ugashik",2,3,39.4578317891019
1972,1979,"Ugashik",2,4,0
1972,1977,"Ugashik",3,1,0
1972,1978,"Ugashik",3,2,1.74393744890345
1972,1979,"Ugashik",3,3,2.49905970355643
1972,1980,"Ugashik",3,4,0
1973,1975,"Ugashik",0,1,0
1973,1976,"Ugashik",0,2,1.5986291442826e-10
1973,1977,"Ugashik",0,3,4.46656340335009
1973,1978,"Ugashik",0,4,1.449826941601e-12
1973,1979,"Ugashik",0,5,0
1973,1976,"Ugashik",1,1,0
1973,1977,"Ugashik",1,2,26.0449453294312
1973,1978,"Ugashik",1,3,6.76436217623367
1973,1979,"Ugashik",1,4,0.322460295138254
1973,1980,"Ugashik",1,5,0
1973,1977,"Ugashik",2,1,0
1973,1978,"Ugashik",2,2,21.3765651354758
1973,1979,"Ugashik",2,3,37.2939732847313
1973,1980,"Ugashik",2,4,0
1973,1978,"Ugashik",3,1,0
1973,1979,"Ugashik",3,2,6.0393611245142
1973,1980,"Ugashik",3,3,2.58417342119595e-11
1973,1981,"Ugashik",3,4,0
1974,1976,"Ugashik",0,1,0
1974,1977,"Ugashik",0,2,9.14822322056889e-13
1974,1978,"Ugashik",0,3,1.44232296892108e-12
1974,1979,"Ugashik",0,4,0
1974,1980,"Ugashik",0,5,0
1974,1977,"Ugashik",1,1,0
1974,1978,"Ugashik",1,2,9.98642684856561
1974,1979,"Ugashik",1,3,8.38485571233572
1974,1980,"Ugashik",1,4,4.58906976823501e-08
1974,1981,"Ugashik",1,5,0
1974,1978,"Ugashik",2,1,14.0095959676045
1974,1979,"Ugashik",2,2,660.051917890254
1974,1980,"Ugashik",2,3,65.4737840052232
1974,1981,"Ugashik",2,4,0
1974,1979,"Ugashik",3,1,0
1974,1980,"Ugashik",3,2,1.14824480088673e-11
1974,1981,"Ugashik",3,3,2.78359473408e-12
1974,1982,"Ugashik",3,4,0
1975,1977,"Ugashik",0,1,0
1975,1978,"Ugashik",0,2,0
1975,1979,"Ugashik",0,3,0
1975,1980,"Ugashik",0,4,0
1975,1981,"Ugashik",0,5,0
1975,1978,"Ugashik",1,1,1.08759501117054
1975,1979,"Ugashik",1,2,1565.29894684351
1975,1980,"Ugashik",1,3,578.240207247779
1975,1981,"Ugashik",1,4,0
1975,1982,"Ugashik",1,5,0
1975,1979,"Ugashik",2,1,5.16895767015129
1975,1980,"Ugashik",2,2,1608.26816137964
1975,1981,"Ugashik",2,3,365.466276386944
1975,1982,"Ugashik",2,4,0.790211203966802
1975,1980,"Ugashik",3,1,5.73445543909917e-11
1975,1981,"Ugashik",3,2,1.51327699388139
1975,1982,"Ugashik",3,3,0
1975,1983,"Ugashik",3,4,0
1976,1978,"Ugashik",0,1,0
1976,1979,"Ugashik",0,2,1.67208801420302
1976,1980,"Ugashik",0,3,4.00546880279961e-09
1976,1981,"Ugashik",0,4,0
1976,1982,"Ugashik",0,5,0
1976,1979,"Ugashik",1,1,3.92411949288777e-12
1976,1980,"Ugashik",1,2,2328.52686926558
1976,1981,"Ugashik",1,3,1705.02767534894
1976,1982,"Ugashik",1,4,8.65984833956685
1976,1983,"Ugashik",1,5,0
1976,1980,"Ugashik",2,1,61.2718531477058
1976,1981,"Ugashik",2,2,1352.57936062715
1976,1982,"Ugashik",2,3,341.623685571504
1976,1983,"Ugashik",2,4,4.44942941621965e-12
1976,1981,"Ugashik",3,1,0
1976,1982,"Ugashik",3,2,0
1976,1983,"Ugashik",3,3,1.66740358491954
1976,1984,"Ugashik",3,4,0
1977,1979,"Ugashik",0,1,0
1977,1980,"Ugashik",0,2,2.38260796255533e-10
1977,1981,"Ugashik",0,3,11.0079580014494
1977,1982,"Ugashik",0,4,0
1977,1983,"Ugashik",0,5,0
1977,1980,"Ugashik",1,1,0.792364629526288
1977,1981,"Ugashik",1,2,642.642929691399
1977,1982,"Ugashik",1,3,1822.59800227948
1977,1983,"Ugashik",1,4,5.81276646934854
1977,1984,"Ugashik",1,5,0
1977,1981,"Ugashik",2,1,0
1977,1982,"Ugashik",2,2,230.132821228777
1977,1983,"Ugashik",2,3,138.885490897533
1977,1984,"Ugashik",2,4,1.27865490451153
1977,1982,"Ugashik",3,1,0
1977,1983,"Ugashik",3,2,4.44956346618307e-12
1977,1984,"Ugashik",3,3,4.28777516914304e-12
1977,1985,"Ugashik",3,4,0
1978,1980,"Ugashik",0,1,0
1978,1981,"Ugashik",0,2,0
1978,1982,"Ugashik",0,3,7.16964889818984
1978,1983,"Ugashik",0,4,0
1978,1984,"Ugashik",0,5,0
1978,1981,"Ugashik",1,1,0
1978,1982,"Ugashik",1,2,245.523689600034
1978,1983,"Ugashik",1,3,336.577380655339
1978,1984,"Ugashik",1,4,4.51335789085792
1978,1985,"Ugashik",1,5,0
1978,1982,"Ugashik",2,1,3.16341103804222
1978,1983,"Ugashik",2,2,343.91161502173
1978,1984,"Ugashik",2,3,253.588766239226
1978,1985,"Ugashik",2,4,3.93019395505043e-12
1978,1983,"Ugashik",3,1,0
1978,1984,"Ugashik",3,2,4.28796317496854e-12
1978,1985,"Ugashik",3,3,3.92719384733323e-12
1978,1986,"Ugashik",3,4,0
1979,1981,"Ugashik",0,1,0
1979,1982,"Ugashik",0,2,0
1979,1983,"Ugashik",0,3,4.44935546862274e-12
1979,1984,"Ugashik",0,4,4.28767339651455e-12
1979,1985,"Ugashik",0,5,0
1979,1982,"Ugashik",1,1,22.9884074079741
1979,1983,"Ugashik",1,2,3310.04920688371
1979,1984,"Ugashik",1,3,786.899520829001
1979,1985,"Ugashik",1,4,23.148854667424
1979,1986,"Ugashik",1,5,0
1979,1983,"Ugashik",2,1,10.4272928765737
1979,1984,"Ugashik",2,2,1672.86070123281
1979,1985,"Ugashik",2,3,649.603193280413
1979,1986,"Ugashik",2,4,4.90293311293349
1979,1984,"Ugashik",3,1,0
1979,1985,"Ugashik",3,2,3.92791451524724e-12
1979,1986,"Ugashik",3,3,0
1979,1987,"Ugashik",3,4,0
1980,1982,"Ugashik",0,1,0
1980,1983,"Ugashik",0,2,0
1980,1984,"Ugashik",0,3,5.23563394950824
1980,1985,"Ugashik",0,4,0
1980,1986,"Ugashik",0,5,0
1980,1983,"Ugashik",1,1,1.11726130919644
1980,1984,"Ugashik",1,2,1405.6823347348
1980,1985,"Ugashik",1,3,2168.62753229607
1980,1986,"Ugashik",1,4,14.4291368635021
1980,1987,"Ugashik",1,5,0
1980,1984,"Ugashik",2,1,35.8301908593104
1980,1985,"Ugashik",2,2,3340.39847223444
1980,1986,"Ugashik",2,3,1090.17590299163
1980,1987,"Ugashik",2,4,1.32220700652626
1980,1985,"Ugashik",3,1,0
1980,1986,"Ugashik",3,2,0.117869638745066
1980,1987,"Ugashik",3,3,0
1980,1988,"Ugashik",3,4,0
1981,1983,"Ugashik",0,1,0
1981,1984,"Ugashik",0,2,0.240631933437733
1981,1985,"Ugashik",0,3,4.92324844308841
1981,1986,"Ugashik",0,4,0
1981,1987,"Ugashik",0,5,0
1981,1984,"Ugashik",1,1,0.861929597269835
1981,1985,"Ugashik",1,2,1742.86118268677
1981,1986,"Ugashik",1,3,3026.32034150907
1981,1987,"Ugashik",1,4,3.53613210838342
1981,1988,"Ugashik",1,5,0
1981,1985,"Ugashik",2,1,6.6233847425797
1981,1986,"Ugashik",2,2,2261.0308645913
1981,1987,"Ugashik",2,3,929.012015823602
1981,1988,"Ugashik",2,4,0.840019873847847
1981,1986,"Ugashik",3,1,0
1981,1987,"Ugashik",3,2,0.176251174275777
1981,1988,"Ugashik",3,3,2.18577569308049e-12
1981,1989,"Ugashik",3,4,0
1982,1984,"Ugashik",0,1,0
1982,1985,"Ugashik",0,2,0
1982,1986,"Ugashik",0,3,4.88573586682424
1982,1987,"Ugashik",0,4,1.15586799807102
1982,1988,"Ugashik",0,5,0
1982,1985,"Ugashik",1,1,4.61232964532082
1982,1986,"Ugashik",1,2,325.144672033536
1982,1987,"Ugashik",1,3,680.800952487528
1982,1988,"Ugashik",1,4,8.55777137884881
1982,1989,"Ugashik",1,5,4.42173050198647e-12
1982,1986,"Ugashik",2,1,0.266239669649013
1982,1987,"Ugashik",2,2,543.094918270168
1982,1988,"Ugashik",2,3,788.805734587203
1982,1989,"Ugashik",2,4,2.66054288782294
1982,1987,"Ugashik",3,1,0
1982,1988,"Ugashik",3,2,2.18563711392369e-12
1982,1989,"Ugashik",3,3,4.42388799686211e-12
1982,1990,"Ugashik",3,4,0
1983,1985,"Ugashik",0,1,0
1983,1986,"Ugashik",0,2,0
1983,1987,"Ugashik",0,3,11.9934613599378
1983,1988,"Ugashik",0,4,0.727952764654967
1983,1989,"Ugashik",0,5,0
1983,1986,"Ugashik",1,1,5.31298334790094e-12
1983,1987,"Ugashik",1,2,733.5029645429
1983,1988,"Ugashik",1,3,252.201235623603
1983,1989,"Ugashik",1,4,2.96571917984782
1983,1990,"Ugashik",1,5,0
1983,1987,"Ugashik",2,1,3.6164989548217
1983,1988,"Ugashik",2,2,562.36188572287
1983,1989,"Ugashik",2,3,221.167201057489
1983,1990,"Ugashik",2,4,4.70490446269037e-12
1983,1988,"Ugashik",3,1,0
1983,1989,"Ugashik",3,2,0.682867130182754
1983,1990,"Ugashik",3,3,4.70510202096046e-12
1983,1991,"Ugashik",3,4,0
1984,1986,"Ugashik",0,1,0
1984,1987,"Ugashik",0,2,1.45602505298661
1984,1988,"Ugashik",0,3,9.75274664476012
1984,1989,"Ugashik",0,4,4.42318319403165e-12
1984,1990,"Ugashik",0,5,0
1984,1987,"Ugashik",1,1,0.0742214809106225
1984,1988,"Ugashik",1,2,479.102576627199
1984,1989,"Ugashik",1,3,605.094479534705
1984,1990,"Ugashik",1,4,12.4159466467443
1984,1991,"Ugashik",1,5,0
1984,1988,"Ugashik",2,1,50.4574802705524
1984,1989,"Ugashik",2,2,3868.56322840385
1984,1990,"Ugashik",2,3,500.631745379609
1984,1991,"Ugashik",2,4,3.8596705644854e-12
1984,1989,"Ugashik",3,1,4.42706445475937e-12
1984,1990,"Ugashik",3,2,4.7053536375004e-12
1984,1991,"Ugashik",3,3,2.28534305504872
1984,1992,"Ugashik",3,4,0
1985,1987,"Ugashik",0,1,0.271191071686622
1985,1988,"Ugashik",0,2,1.88985723873398
1985,1989,"Ugashik",0,3,8.78815516509279
1985,1990,"Ugashik",0,4,0
1985,1991,"Ugashik",0,5,0
1985,1988,"Ugashik",1,1,0.445950907248594
1985,1989,"Ugashik",1,2,646.74334623154
1985,1990,"Ugashik",1,3,807.793190513286
1985,1991,"Ugashik",1,4,2.11700732854114
1985,1992,"Ugashik",1,5,0
1985,1989,"Ugashik",2,1,1.02161462830946
1985,1990,"Ugashik",2,2,878.25370986812
1985,1991,"Ugashik",2,3,470.702978929069
1985,1992,"Ugashik",2,4,5.83910368248043
1985,1990,"Ugashik",3,1,0
1985,1991,"Ugashik",3,2,3.85987112695374e-12
1985,1992,"Ugashik",3,3,4.58582903211951e-12
1985,1993,"Ugashik",3,4,0
1986,1988,"Ugashik",0,1,0
1986,1989,"Ugashik",0,2,5.09752408205148
1986,1990,"Ugashik",0,3,48.3704709120281
1986,1991,"Ugashik",0,4,0.0467038320990196
1986,1992,"Ugashik",0,5,0
1986,1989,"Ugashik",1,1,0.555393296290367
1986,1990,"Ugashik",1,2,459.249597640838
1986,1991,"Ugashik",1,3,2678.32879409752
1986,1992,"Ugashik",1,4,77.7678104577505
1986,1993,"Ugashik",1,5,0
1986,1990,"Ugashik",2,1,0.791251470575979
1986,1991,"Ugashik",2,2,1927.85918515675
1986,1992,"Ugashik",2,3,1925.22138010179
1986,1993,"Ugashik",2,4,17.548830034465
1986,1991,"Ugashik",3,1,0
1986,1992,"Ugashik",3,2,1.78011374228449
1986,1993,"Ugashik",3,3,5.1062598838858e-12
1986,1994,"Ugashik",3,4,0
1987,1989,"Ugashik",0,1,0
1987,1990,"Ugashik",0,2,5.01424623478863
1987,1991,"Ugashik",0,3,7.80140335213707
1987,1992,"Ugashik",0,4,4.58550746002945e-12
1987,1993,"Ugashik",0,5,0
1987,1990,"Ugashik",1,1,0.0972794790342384
1987,1991,"Ugashik",1,2,856.333735321201
1987,1992,"Ugashik",1,3,1811.30618856715
1987,1993,"Ugashik",1,4,13.7450656287938
1987,1994,"Ugashik",1,5,0
1987,1991,"Ugashik",2,1,11.2006613673222
1987,1992,"Ugashik",2,2,1998.21095755658
1987,1993,"Ugashik",2,3,2421.15658908385
1987,1994,"Ugashik",2,4,39.0394032410321
1987,1992,"Ugashik",3,1,0
1987,1993,"Ugashik",3,2,1.78719541262965e-11
1987,1994,"Ugashik",3,3,0.441350660645009
1987,1995,"Ugashik",3,4,0
1988,1990,"Ugashik",0,1,0
1988,1991,"Ugashik",0,2,0.568651505996897
1988,1992,"Ugashik",0,3,7.70912706834204
1988,1993,"Ugashik",0,4,0
1988,1994,"Ugashik",0,5,0
1988,1991,"Ugashik",1,1,1.79193032703654
1988,1992,"Ugashik",1,2,470.68777051868
1988,1993,"Ugashik",1,3,795.903366481872
1988,1994,"Ugashik",1,4,19.2763934277876
1988,1995,"Ugashik",1,5,0
1988,1992,"Ugashik",2,1,33.2633811818772
1988,1993,"Ugashik",2,2,2017.20890674094
1988,1994,"Ugashik",2,3,2182.84423649362
1988,1995,"Ugashik",2,4,1.26712774021484
1988,1993,"Ugashik",3,1,0
1988,1994,"Ugashik",3,2,6.05056601993953
1988,1995,"Ugashik",3,3,8.07436627399965
1988,1996,"Ugashik",3,4,0
1989,1991,"Ugashik",0,1,0
1989,1992,"Ugashik",0,2,3.61165545799285
1989,1993,"Ugashik",0,3,8.14922326654876
1989,1994,"Ugashik",0,4,4.94393755175418e-12
1989,1995,"Ugashik",0,5,0
1989,1992,"Ugashik",1,1,5.84108423705818
1989,1993,"Ugashik",1,2,928.149840586936
1989,1994,"Ugashik",1,3,407.113500122584
1989,1995,"Ugashik",1,4,10.7381419699441
1989,1996,"Ugashik",1,5,0
1989,1993,"Ugashik",2,1,13.8626982650766
1989,1994,"Ugashik",2,2,2510.46639110452
1989,1995,"Ugashik",2,3,1024.30894188398
1989,1996,"Ugashik",2,4,0.872229115591601
1989,1994,"Ugashik",3,1,0
1989,1995,"Ugashik",3,2,9.01069397509816e-12
1989,1996,"Ugashik",3,3,4.84541054043158e-12
1989,1997,"Ugashik",3,4,0
1990,1992,"Ugashik",0,1,0
1990,1993,"Ugashik",0,2,0
1990,1994,"Ugashik",0,3,10.6830067462552
1990,1995,"Ugashik",0,4,1.40693413899486
1990,1996,"Ugashik",0,5,0
1990,1993,"Ugashik",1,1,0.973071157263856
1990,1994,"Ugashik",1,2,374.219713228963
1990,1995,"Ugashik",1,3,787.820686063366
1990,1996,"Ugashik",1,4,2.49531996035602
1990,1997,"Ugashik",1,5,0
1990,1994,"Ugashik",2,1,12.5509804609673
1990,1995,"Ugashik",2,2,2004.49478858404
1990,1996,"Ugashik",2,3,662.361370631874
1990,1997,"Ugashik",2,4,1.55263054329217
1990,1995,"Ugashik",3,1,0
1990,1996,"Ugashik",3,2,2.85930663262262e-10
1990,1997,"Ugashik",3,3,4.75208079596916e-06
1990,1998,"Ugashik",3,4,0
1991,1993,"Ugashik",0,1,0
1991,1994,"Ugashik",0,2,0.442530328233677
1991,1995,"Ugashik",0,3,0.263631186075617
1991,1996,"Ugashik",0,4,3.23078773104032e-12
1991,1997,"Ugashik",0,5,0
1991,1994,"Ugashik",1,1,6.84317303918373
1991,1995,"Ugashik",1,2,2063.05564428774
1991,1996,"Ugashik",1,3,3857.99130699428
1991,1997,"Ugashik",1,4,19.1599388047389
1991,1998,"Ugashik",1,5,0
1991,1995,"Ugashik",2,1,0.420429599983045
1991,1996,"Ugashik",2,2,452.473686049995
1991,1997,"Ugashik",2,3,276.441972783879
1991,1998,"Ugashik",2,4,3.83513910372236
1991,1996,"Ugashik",3,1,0
1991,1997,"Ugashik",3,2,3.08152462754545e-08
1991,1998,"Ugashik",3,3,1.52726489569462e-12
1991,1999,"Ugashik",3,4,0
1992,1994,"Ugashik",0,1,0
1992,1995,"Ugashik",0,2,4.73103556110147
