stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Quesnel_1990_62,Quesnel,6,1990,1996,62,487651,259218,NA,NA,5244447,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1990_63,Quesnel,6,1990,1996,63,487651,259218,NA,NA,5244447,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1990_64,Quesnel,6,1990,1996,64,487651,259218,NA,NA,5244447,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1990_72,Quesnel,6,1990,1997,72,487651,259218,NA,NA,5244447,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_21,Quesnel,6,1991,1993,21,46259,24861,NA,NA,12291054,0,NA,Active,NA,historical,NA,3,NA,Include,Include
Quesnel_1991_31,Quesnel,6,1991,1994,31,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_32,Quesnel,6,1991,1994,32,46259,24861,NA,NA,12291054,26,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_41,Quesnel,6,1991,1995,41,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_42,Quesnel,6,1991,1995,42,46259,24861,NA,NA,12291054,100196,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_43,Quesnel,6,1991,1995,43,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_51,Quesnel,6,1991,1996,51,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_52,Quesnel,6,1991,1996,52,46259,24861,NA,NA,12291054,50671,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_53,Quesnel,6,1991,1996,53,46259,24861,NA,NA,12291054,282,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_62,Quesnel,6,1991,1997,62,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_63,Quesnel,6,1991,1997,63,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_64,Quesnel,6,1991,1997,64,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1991_72,Quesnel,6,1991,1998,72,46259,24861,NA,NA,12291054,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_21,Quesnel,6,1992,1994,21,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_31,Quesnel,6,1992,1995,31,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_32,Quesnel,6,1992,1995,32,8901,3046,NA,NA,NA,1,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_41,Quesnel,6,1992,1996,41,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_42,Quesnel,6,1992,1996,42,8901,3046,NA,NA,NA,29213,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_43,Quesnel,6,1992,1996,43,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_51,Quesnel,6,1992,1997,51,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_52,Quesnel,6,1992,1997,52,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_53,Quesnel,6,1992,1997,53,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_62,Quesnel,6,1992,1998,62,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_63,Quesnel,6,1992,1998,63,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_64,Quesnel,6,1992,1998,64,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1992_72,Quesnel,6,1992,1999,72,8901,3046,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_21,Quesnel,6,1993,1995,21,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_31,Quesnel,6,1993,1996,31,2620757,1507350,NA,NA,62550416,282,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_32,Quesnel,6,1993,1996,32,2620757,1507350,NA,NA,62550416,1642,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_41,Quesnel,6,1993,1997,41,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_42,Quesnel,6,1993,1997,42,2620757,1507350,NA,NA,62550416,6446036,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_43,Quesnel,6,1993,1997,43,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_51,Quesnel,6,1993,1998,51,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_52,Quesnel,6,1993,1998,52,2620757,1507350,NA,NA,62550416,398551,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_53,Quesnel,6,1993,1998,53,2620757,1507350,NA,NA,62550416,4529,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_62,Quesnel,6,1993,1999,62,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_63,Quesnel,6,1993,1999,63,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_64,Quesnel,6,1993,1999,64,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1993_72,Quesnel,6,1993,2000,72,2620757,1507350,NA,NA,62550416,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_21,Quesnel,6,1994,1996,21,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_31,Quesnel,6,1994,1997,31,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_32,Quesnel,6,1994,1997,32,659505,356251,NA,NA,16753374,248,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_41,Quesnel,6,1994,1998,41,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_42,Quesnel,6,1994,1998,42,659505,356251,NA,NA,16753374,2263471,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_43,Quesnel,6,1994,1998,43,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_51,Quesnel,6,1994,1999,51,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_52,Quesnel,6,1994,1999,52,659505,356251,NA,NA,16753374,212902,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_53,Quesnel,6,1994,1999,53,659505,356251,NA,NA,16753374,470,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_62,Quesnel,6,1994,2000,62,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_63,Quesnel,6,1994,2000,63,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_64,Quesnel,6,1994,2000,64,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1994_72,Quesnel,6,1994,2001,72,659505,356251,NA,NA,16753374,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_21,Quesnel,6,1995,1997,21,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_31,Quesnel,6,1995,1998,31,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_32,Quesnel,6,1995,1998,32,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_41,Quesnel,6,1995,1999,41,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_42,Quesnel,6,1995,1999,42,216110,116867,NA,NA,NA,119078,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_43,Quesnel,6,1995,1999,43,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_51,Quesnel,6,1995,2000,51,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_52,Quesnel,6,1995,2000,52,216110,116867,NA,NA,NA,48228,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_53,Quesnel,6,1995,2000,53,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_62,Quesnel,6,1995,2001,62,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_63,Quesnel,6,1995,2001,63,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_64,Quesnel,6,1995,2001,64,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1995_72,Quesnel,6,1995,2002,72,216110,116867,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_21,Quesnel,6,1996,1998,21,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_31,Quesnel,6,1996,1999,31,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_32,Quesnel,6,1996,1999,32,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_41,Quesnel,6,1996,2000,41,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_42,Quesnel,6,1996,2000,42,42499,21719,NA,NA,NA,67906,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_43,Quesnel,6,1996,2000,43,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_51,Quesnel,6,1996,2001,51,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_52,Quesnel,6,1996,2001,52,42499,21719,NA,NA,NA,19609,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_53,Quesnel,6,1996,2001,53,42499,21719,NA,NA,NA,3175,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_62,Quesnel,6,1996,2002,62,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_63,Quesnel,6,1996,2002,63,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_64,Quesnel,6,1996,2002,64,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1996_72,Quesnel,6,1996,2003,72,42499,21719,NA,NA,NA,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_21,Quesnel,6,1997,1999,21,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_31,Quesnel,6,1997,2000,31,1858809,904914,NA,NA,53907364,1589,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_32,Quesnel,6,1997,2000,32,1858809,904914,NA,NA,53907364,79,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_41,Quesnel,6,1997,2001,41,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_42,Quesnel,6,1997,2001,42,1858809,904914,NA,NA,53907364,4358762,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_43,Quesnel,6,1997,2001,43,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_51,Quesnel,6,1997,2002,51,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_52,Quesnel,6,1997,2002,52,1858809,904914,NA,NA,53907364,318446,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_53,Quesnel,6,1997,2002,53,1858809,904914,NA,NA,53907364,13897,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_62,Quesnel,6,1997,2003,62,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_63,Quesnel,6,1997,2003,63,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_64,Quesnel,6,1997,2003,64,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1997_72,Quesnel,6,1997,2004,72,1858809,904914,NA,NA,53907364,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_21,Quesnel,6,1998,2000,21,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_31,Quesnel,6,1998,2001,31,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_32,Quesnel,6,1998,2001,32,1179252,534532,NA,NA,36115538,56,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_41,Quesnel,6,1998,2002,41,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_42,Quesnel,6,1998,2002,42,1179252,534532,NA,NA,36115538,4467804,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_43,Quesnel,6,1998,2002,43,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_51,Quesnel,6,1998,2003,51,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_52,Quesnel,6,1998,2003,52,1179252,534532,NA,NA,36115538,272015,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_53,Quesnel,6,1998,2003,53,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_62,Quesnel,6,1998,2004,62,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_63,Quesnel,6,1998,2004,63,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_64,Quesnel,6,1998,2004,64,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1998_72,Quesnel,6,1998,2005,72,1179252,534532,NA,NA,36115538,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_21,Quesnel,6,1999,2001,21,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_31,Quesnel,6,1999,2002,31,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_32,Quesnel,6,1999,2002,32,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_41,Quesnel,6,1999,2003,41,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_42,Quesnel,6,1999,2003,42,189360,106908,NA,NA,13789241,581976,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_43,Quesnel,6,1999,2003,43,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_51,Quesnel,6,1999,2004,51,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_52,Quesnel,6,1999,2004,52,189360,106908,NA,NA,13789241,228610,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_53,Quesnel,6,1999,2004,53,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_62,Quesnel,6,1999,2005,62,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_63,Quesnel,6,1999,2005,63,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_64,Quesnel,6,1999,2005,64,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_1999_72,Quesnel,6,1999,2006,72,189360,106908,NA,NA,13789241,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_21,Quesnel,6,2000,2002,21,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_31,Quesnel,6,2000,2003,31,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_32,Quesnel,6,2000,2003,32,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_41,Quesnel,6,2000,2004,41,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_42,Quesnel,6,2000,2004,42,63782,37163,NA,NA,5159686,38143,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_43,Quesnel,6,2000,2004,43,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_51,Quesnel,6,2000,2005,51,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_52,Quesnel,6,2000,2005,52,63782,37163,NA,NA,5159686,15667,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_53,Quesnel,6,2000,2005,53,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_62,Quesnel,6,2000,2006,62,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_63,Quesnel,6,2000,2006,63,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_64,Quesnel,6,2000,2006,64,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2000_72,Quesnel,6,2000,2007,72,63782,37163,NA,NA,5159686,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_21,Quesnel,6,2001,2003,21,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_31,Quesnel,6,2001,2004,31,3510976,1740454,NA,NA,65395199,4927,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_32,Quesnel,6,2001,2004,32,3510976,1740454,NA,NA,65395199,42,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_41,Quesnel,6,2001,2005,41,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_42,Quesnel,6,2001,2005,42,3510976,1740454,NA,NA,65395199,3576455,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_43,Quesnel,6,2001,2005,43,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_51,Quesnel,6,2001,2006,51,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_52,Quesnel,6,2001,2006,52,3510976,1740454,NA,NA,65395199,115416,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_53,Quesnel,6,2001,2006,53,3510976,1740454,NA,NA,65395199,4166,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_62,Quesnel,6,2001,2007,62,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_63,Quesnel,6,2001,2007,63,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_64,Quesnel,6,2001,2007,64,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2001_72,Quesnel,6,2001,2008,72,3510976,1740454,NA,NA,65395199,0,NA,NA,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_21,Quesnel,6,2002,2004,21,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_31,Quesnel,6,2002,2005,31,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_32,Quesnel,6,2002,2005,32,2985212,1312599,NA,NA,48395032,38,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_41,Quesnel,6,2002,2006,41,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_42,Quesnel,6,2002,2006,42,2985212,1312599,NA,NA,48395032,603583,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_43,Quesnel,6,2002,2006,43,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_51,Quesnel,6,2002,2007,51,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_52,Quesnel,6,2002,2007,52,2985212,1312599,NA,NA,48395032,36207,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_53,Quesnel,6,2002,2007,53,2985212,1312599,NA,NA,48395032,437,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_62,Quesnel,6,2002,2008,62,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_63,Quesnel,6,2002,2008,63,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_64,Quesnel,6,2002,2008,64,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-DBE,NA,3,NA,Include,Include
Quesnel_2002_72,Quesnel,6,2002,2009,72,2985212,1312599,NA,NA,48395032,0,NA,NA,Incomplete escapement enumeration program,post-RSA,Sp. Gr.,3,NA,Include,Include
Quesnel_2003_21,Quesnel,6,2003,2005,21,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_31,Quesnel,6,2003,2006,31,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_32,Quesnel,6,2003,2006,32,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_41,Quesnel,6,2003,2007,41,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_42,Quesnel,6,2003,2007,42,278990,148235,NA,NA,10372264,82424,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_43,Quesnel,6,2003,2007,43,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_51,Quesnel,6,2003,2008,51,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_52,Quesnel,6,2003,2008,52,278990,148235,NA,NA,10372264,60604,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_53,Quesnel,6,2003,2008,53,278990,148235,NA,NA,10372264,848,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2003_62,Quesnel,6,2003,2009,62,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-RSA,Sp. Gr.,3,NA,Include,Include
Quesnel_2003_63,Quesnel,6,2003,2009,63,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-RSA,Sp. Gr.,3,NA,Include,Include
Quesnel_2003_64,Quesnel,6,2003,2009,64,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-RSA,Sp. Gr.,3,NA,Include,Include
Quesnel_2003_72,Quesnel,6,2003,2010,72,278990,148235,NA,NA,10372264,0,NA,Active,NA,post-RSA,Sp. Gr.,3,NA,Include,Include
Quesnel_2004_21,Quesnel,6,2004,2006,21,10264,6629,NA,NA,1860000,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2004_31,Quesnel,6,2004,2007,31,10264,6629,NA,NA,1860000,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2004_32,Quesnel,6,2004,2007,32,10264,6629,NA,NA,1860000,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2004_41,Quesnel,6,2004,2008,41,10264,6629,NA,NA,1860000,164,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2004_42,Quesnel,6,2004,2008,42,10264,6629,NA,NA,1860000,6545,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2004_43,Quesnel,6,2004,2008,43,10264,6629,NA,NA,1860000,0,NA,Active,NA,post-DBE,NA,3,NA,Include,Include
Quesnel_2004_51,Quesnel,6,2004,2009,51,10264,6629,NA,NA,1860000,0,NA,Active,NA,post-RSA,Sp. Gr.,3,NA,Include,Include
Quesnel_2004_52,Quesnel,6,2004,2009,52,10264,6629,NA,NA,1860000,5107,NA,Active,NA,post-RSA,Sp. Gr.,3,NA,Include,Include
Quesnel_2004_53,Quesnel,6,2004,2009,53,10264,6629,NA,NA,1860000,0,NA,Active,NA,post-RSA,Sp. Gr.,3,NA,Include,Include
